SeasonStart;PlayerName;PlayerSalary;Pos;Age;Tm;FG%;PTS
1989;Ray Tolbert;;PF;30;ATL;42,6;103
1978;Ray Williams;;PG;23;NYK;44,3;756
1979;Ray Williams;;PG;24;NYK;45,7;1401
1980;Ray Williams;;PG;25;NYK;49,6;1714
1981;Ray Williams;;PG;26;NYK;46,1;1560
1982;Ray Williams;;SG;27;NJN;46,2;1674
1983;Ray Williams;;PG;28;KCK;39,2;1109
1984;Ray Williams;;SG;29;NYK;44,5;1124
1985;Ray Williams;;PG;30;BOS;38,5;147
1986;Ray Williams;;PG;31;TOT;38,2;355
1986;Ray Williams;;PG;31;ATL;39,9;159
1986;Ray Williams;;PG;31;SAS;38,2;164
1986;Ray Williams;;PG;31;NJN;31,3;32
1987;Ray Williams;;PG;32;NJN;45,2;318
1990;Raymond Brown;;PF;24;UTA;28,6;16
2006;Raymond Felton;;PG;21;CHA;39,1;948
2007;Raymond Felton;;PG;22;CHA;38,4;1093
2008;Raymond Felton;;PG;23;CHA;41,3;1140
2009;Raymond Felton;;PG;24;CHA;40,8;1162
2010;Raymond Felton;$7,500,000.00 ;PG;25;CHA;45,9;968
2011;Raymond Felton;$7,560,000.00 ;PG-SG;26;TOT;42,5;1164
2011;Raymond Felton;$7,560,000.00 ;PG;26;NYK;42,3;923
2011;Raymond Felton;$7,560,000.00 ;SG;26;DEN;43,1;241
2012;Raymond Felton;$3,480,453.00 ;PG;27;POR;40,7;684
2013;Raymond Felton;$3,637,073.00 ;PG;28;NYK;42,7;948
2014;Raymond Felton;$3,793,693.00 ;PG;29;NYK;39,5;630
2015;Raymond Felton;$3,950,313.00 ;PG;30;DAL;40,6;108
2016;Raymond Felton;$1,551,659.00 ;PG;31;DAL;40,6;763
2017;Raymond Felton;$2,328,652.00 ;PG;32;LAC;43;538
1979;Raymond Townsend;;SG;23;GSW;43,9;304
1980;Raymond Townsend;;SG;24;GSW;40,6;406
1982;Raymond Townsend;;SG;26;IND;26,8;35
1956;Red Davis;;C;23;ROC;0;2
1950;Red Holzman*;;PG;29;ROC;33;556
1951;Red Holzman*;;PG;30;ROC;32,6;496
1952;Red Holzman*;;PG;31;ROC;28;269
1953;Red Holzman*;;PG;32;ROC;25,5;103
1954;Red Holzman*;;PG;33;MLH;33;196
1955;Red Kerr;;C;22;SYR;41,9;754
1956;Red Kerr;;C;23;SYR;40,3;961
1957;Red Kerr;;C;24;SYR;40,3;891
1958;Red Kerr;;C;25;SYR;39,9;1094
1959;Red Kerr;;C;26;SYR;44,1;1285
1960;Red Kerr;;C;27;SYR;39,2;1105
1961;Red Kerr;;C;28;SYR;39,7;1056
1962;Red Kerr;;C;29;SYR;44,3;1304
1963;Red Kerr;;C;30;SYR;47,4;1255
1964;Red Kerr;;C;31;PHI;42,9;1340
1965;Red Kerr;;C;32;PHI;37;654
1966;Red Kerr;;C;33;BAL;41,3;781
1955;Red Morrison;;C;22;BOS;42,3;312
1956;Red Morrison;;C;23;BOS;37,1;222
1958;Red Morrison;;C;25;STL;34,6;21
1950;Red Owens;;SG;24;TOT;29,9;240
1950;Red Owens;;SG;24;TRI;30,7;124
1950;Red Owens;;SG;24;AND;29,1;116
1952;Red Owens;;SG;26;TOT;32,9;230
1952;Red Owens;;SG;26;BLB;34,2;150
1952;Red Owens;;SG;26;MLH;30,8;80
1950;Red Rocha;;C;26;STB;40,5;770
1951;Red Rocha;;C;27;BLB;35,2;836
1952;Red Rocha;;C;28;SYR;40,1;854
1953;Red Rocha;;C;29;SYR;38,8;770
1955;Red Rocha;;C;31;SYR;36,8;812
1956;Red Rocha;;C;32;SYR;36,1;720
1957;Red Rocha;;C;33;FTW;34,9;381
2004;Reece Gaines;$1,454,640.00 ;PG;23;ORL;29,1;69
2005;Reece Gaines;$1,556,160.00 ;PG;24;TOT;34;41
2005;Reece Gaines;$1,556,160.00 ;PG;24;HOU;37;26
2005;Reece Gaines;$1,556,160.00 ;PG;24;MIL;30,4;15
2006;Reece Gaines;;PG;25;MIL;50;13
2014;Reggie Bullock;$1,200,720.00 ;SF;22;LAC;35,5;115
2015;Reggie Bullock;$1,252,440.00 ;SF;23;TOT;34,3;69
2015;Reggie Bullock;$1,252,440.00 ;SF;23;LAC;42,6;65
2015;Reggie Bullock;$1,252,440.00 ;SF;23;PHO;6,3;4
2016;Reggie Bullock;$2,255,644.00 ;SF;24;DET;43,9;122
2017;Reggie Bullock;$2,500,000.00 ;SF;25;DET;42,2;141
1981;Reggie Carter;;SG;23;NYK;33;169
1982;Reggie Carter;;SG;24;NYK;42,5;302
2003;Reggie Evans;$700,000.00 ;PF;22;SEA;47,1;212
2004;Reggie Evans;$880,000.00 ;PF;23;SEA;40,6;217
2005;Reggie Evans;$1,100,000.00 ;PF;24;SEA;47,6;387
2006;Reggie Evans;;PF;25;TOT;48,9;377
2006;Reggie Evans;;PF;25;SEA;50,9;242
2006;Reggie Evans;;PF;25;DEN;45,3;135
2007;Reggie Evans;;PF;26;DEN;54,4;325
2008;Reggie Evans;$4,640,000.00 ;PF;27;PHI;43,9;425
2009;Reggie Evans;$4,960,000.00 ;PF;28;PHI;44,4;262
2010;Reggie Evans;$5,080,000.00 ;PF;29;TOR;49,3;95
2011;Reggie Evans;$1,229,255.00 ;PF;30;TOR;40,8;132
2012;Reggie Evans;$1,622,617.00 ;PF;31;LAC;47,2;104
2013;Reggie Evans;$1,695,635.00 ;PF;32;BRK;47,9;363
2014;Reggie Evans;$1,768,653.00 ;PF;33;TOT;47,3;214
2014;Reggie Evans;$1,768,653.00 ;PF;33;BRK;39;81
2014;Reggie Evans;$1,768,653.00 ;PF;33;SAC;52,7;133
2015;Reggie Evans;;PF;34;SAC;42,3;176
1997;Reggie Geary;$272,250.00 ;PG;23;CLE;37,9;57
1998;Reggie Geary;;PG;24;SAS;33,1;152
1998;Reggie Hanson;;SF;29;BOS;50;6
1964;Reggie Harding;;C;21;DET;40;429
1965;Reggie Harding;;C;22;DET;41;938
1967;Reggie Harding;;C;24;DET;44,9;407
1968;Reggie Harding;;C;25;CHI;33,8;65
2012;Reggie Jackson;$1,243,080.00 ;PG;21;OKC;32,1;140
2013;Reggie Jackson;$1,260,360.00 ;PG;22;OKC;45,8;374
2014;Reggie Jackson;$2,204,370.00 ;PG;23;OKC;44;1047
2015;Reggie Jackson;$14,000,000.00 ;PG;24;TOT;43,4;1117
2015;Reggie Jackson;$14,000,000.00 ;PG;24;OKC;43,2;641
2015;Reggie Jackson;$14,000,000.00 ;PG;24;DET;43,6;476
2016;Reggie Jackson;$14,956,522.00 ;PG;25;DET;43,4;1489
2017;Reggie Jackson;$16,000,000.00 ;PG;26;DET;41,9;752
1981;Reggie Johnson;;PF;23;SAS;49,9;808
1982;Reggie Johnson;;PF;24;TOT;53;820
1982;Reggie Johnson;;PF;24;SAS;48,5;220
1982;Reggie Johnson;;PF;24;CLE;53,7;223
1982;Reggie Johnson;;PF;24;KCK;55,6;377
1983;Reggie Johnson;;SF;25;TOT;48,5;590
1983;Reggie Johnson;;SF;25;KCK;50,1;430
1983;Reggie Johnson;;SF;25;PHI;44,8;160
1984;Reggie Johnson;;PF;26;NJN;49,6;346
1994;Reggie Jordan;;SG;26;LAL;42,7;125
1996;Reggie Jordan;$247,500.00 ;PG;28;ATL;50,7;94
1997;Reggie Jordan;$272,250.00 ;SG;29;TOT;61,5;40
1997;Reggie Jordan;$272,250.00 ;SG;29;POR;50;20
1997;Reggie Jordan;$272,250.00 ;SG;29;MIN;80;20
1998;Reggie Jordan;;SG;30;MIN;47,8;149
1999;Reggie Jordan;$510,000.00 ;SG;31;MIN;27,8;51
2000;Reggie Jordan;;PG;32;WAS;32,1;41
1980;Reggie King;;PF;22;KCK;51,5;673
1981;Reggie King;;PF;23;KCK;54,4;1208
1982;Reggie King;;SF;24;KCK;50,9;967
1983;Reggie King;;SF;25;KCK;46,2;281
1984;Reggie King;;SF;26;SEA;52;602
1985;Reggie King;;SF;27;SEA;42,3;167
1988;Reggie Lewis;;SG;22;BOS;46,6;220
1989;Reggie Lewis;;SF;23;BOS;48,6;1495
1990;Reggie Lewis;$400,000.00 ;SG;24;BOS;49,6;1340
1991;Reggie Lewis;$3,340,000.00 ;SG;25;BOS;49,1;1478
1992;Reggie Lewis;$3,320,000.00 ;SG;26;BOS;50,3;1703
1993;Reggie Lewis;;SG;27;BOS;47;1666
1988;Reggie Miller*;;SG;22;IND;48,8;822
1989;Reggie Miller*;;SG;23;IND;47,9;1181
1990;Reggie Miller*;$654,000.00 ;SG;24;IND;51,4;2016
1991;Reggie Miller*;$3,211,000.00 ;SG;25;IND;51,2;1855
1992;Reggie Miller*;$3,211,000.00 ;SG;26;IND;50,1;1695
1993;Reggie Miller*;$3,011,000.00 ;SG;27;IND;47,9;1736
1994;Reggie Miller*;;SG;28;IND;50,3;1574
1995;Reggie Miller*;$3,211,000.00 ;SG;29;IND;46,2;1588
1996;Reggie Miller*;$11,250,000.00 ;SG;30;IND;47,3;1606
1997;Reggie Miller*;;SG;31;IND;44,4;1751
1998;Reggie Miller*;;SG;32;IND;47,7;1578
1999;Reggie Miller*;;SG;33;IND;43,8;920
2000;Reggie Miller*;$10,670,000.00 ;SG;34;IND;44,8;1470
2001;Reggie Miller*;$12,045,075.00 ;SG;35;IND;44;1527
2002;Reggie Miller*;$12,046,473.00 ;SG;36;IND;45,3;1304
2003;Reggie Miller*;$5,000,000.00 ;SG;37;IND;44,1;882
2004;Reggie Miller*;$5,500,000.00 ;SG;38;IND;43,8;800
2005;Reggie Miller*;$6,000,000.00 ;SG;39;IND;43,7;974
1995;Reggie Slater;;PF;24;DEN;49,4;120
1996;Reggie Slater;;PF;25;TOT;51,9;31
1996;Reggie Slater;;PF;25;POR;60;6
1996;Reggie Slater;;PF;25;DEN;54,5;14
1996;Reggie Slater;;PF;25;DAL;45,5;11
1997;Reggie Slater;$350,000.00 ;PF;26;TOR;55;203
1998;Reggie Slater;;PF;27;TOR;46;625
1999;Reggie Slater;;PF;28;TOR;38,3;115
2001;Reggie Slater;$523,793.00 ;PF;30;MIN;51,4;254
2002;Reggie Slater;$321,926.00 ;PF;31;TOT;46,7;21
2002;Reggie Slater;$321,926.00 ;PF;31;NJN;100;5
2002;Reggie Slater;$321,926.00 ;PF;31;ATL;38,5;16
2003;Reggie Slater;;PF;32;MIN;54;81
1993;Reggie Smith;$358,000.00 ;C;22;POR;37;23
1994;Reggie Smith;;PF;23;POR;40,3;76
1979;Reggie Theus;;PG;21;CHI;48;1338
1980;Reggie Theus;;SG;22;CHI;48,3;1660
1981;Reggie Theus;;SG;23;CHI;49,5;1549
1982;Reggie Theus;;SG;24;CHI;46,9;1508
1983;Reggie Theus;;PG;25;CHI;47,8;1953
1984;Reggie Theus;;PG;26;TOT;41,9;745
1984;Reggie Theus;;PG;26;CHI;38,8;271
1984;Reggie Theus;;PG;26;KCK;43,8;474
1985;Reggie Theus;;SG;27;KCK;48,7;1341
1986;Reggie Theus;;SG;28;SAC;48;1503
1987;Reggie Theus;;PG;29;SAC;47,2;1600
1988;Reggie Theus;;SG;30;SAC;47;1574
1989;Reggie Theus;;SG;31;ATL;46,6;1296
1990;Reggie Theus;$765,000.00 ;SG;32;ORL;43,9;1438
1991;Reggie Theus;;SG;33;NJN;46,8;1510
1988;Reggie Williams;;SF;23;LAC;35,6;365
1989;Reggie Williams;;SF;24;LAC;43,8;642
1990;Reggie Williams;;SF;25;TOT;38,8;320
1990;Reggie Williams;;SF;25;LAC;36,8;60
1990;Reggie Williams;;SF;25;CLE;38,1;218
1990;Reggie Williams;;SF;25;SAS;45,2;42
1991;Reggie Williams;$425,000.00 ;SF;26;TOT;44,9;991
1991;Reggie Williams;$425,000.00 ;SF;26;SAS;48;171
1991;Reggie Williams;$425,000.00 ;SF;26;DEN;44,4;820
1992;Reggie Williams;$985,000.00 ;SF;27;DEN;47,1;1474
1993;Reggie Williams;$1,258,000.00 ;SF;28;DEN;45,8;1341
1994;Reggie Williams;$1,567,500.00 ;SF;29;DEN;41,2;1065
1995;Reggie Williams;$1,853,000.00 ;SF;30;DEN;45,9;993
1996;Reggie Williams;$2,048,000.00 ;SF;31;DEN;37;241
1997;Reggie Williams;;SF;32;TOT;38,2;76
1997;Reggie Williams;;SF;32;IND;22,2;5
1997;Reggie Williams;;SF;32;NJN;40,3;71
2010;Reggie Williams;$762,195.00 ;SF;23;GSW;49,5;365
2011;Reggie Williams;;SF;24;GSW;46,9;738
2012;Reggie Williams;;SF;25;CHA;41,6;274
2013;Reggie Williams;$947,907.00 ;SF;26;CHA;43,2;146
2014;Reggie Williams;$125,104.00 ;SF;27;OKC;55,6;11
2015;Reggie Williams;;SF;28;SAS;38,5;37
2017;Reggie Williams;;SF;30;NOP;34,8;27
2007;Renaldo Balkman;$1,280,640.00 ;SF;22;NYK;50,5;334
2008;Renaldo Balkman;$1,369,920.00 ;SF;23;NYK;48,9;224
2009;Renaldo Balkman;$2,112,417.00 ;PF;24;DEN;55,8;264
2010;Renaldo Balkman;$1,675,000.00 ;SF;25;DEN;33,3;14
2011;Renaldo Balkman;$1,675,000.00 ;SF;26;TOT;46,2;16
2011;Renaldo Balkman;$1,675,000.00 ;SF;26;DEN;55,6;13
2011;Renaldo Balkman;$1,675,000.00 ;SF;26;NYK;25;3
2012;Renaldo Balkman;$1,675,000.00 ;SF;27;NYK;50;42
2007;Renaldo Major;;PF;24;GSW;20;5
1989;Rex Chapman;;SG;21;CHH;41,4;1267
1990;Rex Chapman;$675,000.00 ;SG;22;CHH;40,8;945
1991;Rex Chapman;$940,000.00 ;PG;23;CHH;44,5;1102
1992;Rex Chapman;$2,004,000.00 ;PG-SG;24;TOT;44,8;270
1992;Rex Chapman;$2,004,000.00 ;PG;24;CHH;45;260
1992;Rex Chapman;$2,004,000.00 ;SG;24;WSB;41,7;10
1993;Rex Chapman;$2,004,000.00 ;SG;25;WSB;47,7;749
1994;Rex Chapman;$2,004,500.00 ;SG;26;WSB;49,8;1094
1995;Rex Chapman;$2,004,000.00 ;SG;27;WSB;39,7;731
1996;Rex Chapman;$247,500.00 ;SG;28;MIA;42,6;786
1997;Rex Chapman;$326,700.00 ;SG;29;PHO;44,3;898
1998;Rex Chapman;$2,800,000.00 ;SG;30;PHO;42,7;1082
1999;Rex Chapman;;SG;31;PHO;35,9;459
2000;Rex Chapman;$3,500,000.00 ;SG;32;PHO;38,8;348
1971;Rex Morgan;;SG;22;BOS;40,2;117
1972;Rex Morgan;;SG;23;BOS;32;55
1994;Rex Walters;;SG;23;NJN;52,2;162
1995;Rex Walters;$1,040,000.00 ;SG;24;NJN;43,9;523
1996;Rex Walters;$1,235,000.00 ;SG;25;TOT;41,2;186
1996;Rex Walters;$1,235,000.00 ;SG;25;NJN;36,4;33
1996;Rex Walters;$1,235,000.00 ;SG;25;PHI;42,6;153
1997;Rex Walters;$1,430,000.00 ;SG;26;PHI;45,5;402
1998;Rex Walters;$1,625,000.00 ;SG;27;TOT;45,3;80
1998;Rex Walters;$1,625,000.00 ;SG;27;PHI;37,9;42
1998;Rex Walters;$1,625,000.00 ;SG;27;MIA;54,2;38
1999;Rex Walters;;SG;28;MIA;36,8;101
2000;Rex Walters;;PG;29;MIA;41,8;93
1962;Rich Eichhorst;;G;28;STL;50;2
1969;Rich Johnson;;C;22;BOS;38,2;69
1970;Rich Johnson;;C;23;BOS;46,3;380
1971;Rich Johnson;;C;24;BOS;80;8
1977;Rich Jones;;SF;30;NYN;38,5;360
1976;Rich Kelley;;C;22;NOJ;48,5;527
1977;Rich Kelley;;C;23;NOJ;47,7;524
1978;Rich Kelley;;C;24;NOJ;50,5;833
1979;Rich Kelley;;C;25;NOJ;50,6;1253
1980;Rich Kelley;;C;26;TOT;47,3;702
1980;Rich Kelley;;C;26;NJN;46,6;569
1980;Rich Kelley;;C;26;PHO;50,6;133
1981;Rich Kelley;;C;27;PHO;50,6;567
1982;Rich Kelley;;C;28;PHO;46,7;639
1983;Rich Kelley;;C;29;TOT;44,4;402
1983;Rich Kelley;;C;29;DEN;41,8;173
1983;Rich Kelley;;C;29;UTA;46,7;229
1984;Rich Kelley;;C;30;UTA;50;388
1985;Rich Kelley;;C;31;UTA;47,7;290
1986;Rich Kelley;;C;32;SAC;57,1;74
1992;Rich King;$600,000.00 ;C;22;SEA;38;88
1993;Rich King;$700,000.00 ;C;23;SEA;40;6
1994;Rich King;$800,000.00 ;C;24;SEA;44,1;41
1995;Rich King;;C;25;SEA;0;0
1978;Rich Laurel;;SG;23;MIL;32,3;24
1996;Rich Manning;$247,500.00 ;PF;25;VAN;43,4;107
1997;Rich Manning;;PF;26;TOT;39;75
1997;Rich Manning;;PF;26;VAN;37,5;44
1997;Rich Manning;;PF;26;LAC;41,2;31
1969;Rich Niemann;;C;22;TOT;41,5;107
1969;Rich Niemann;;C;22;DET;42,6;48
1969;Rich Niemann;;C;22;MIL;40,7;59
1970;Rich Niemann;;C;23;BOS;40;6
1972;Rich Rinaldi;;SG;22;BAL;40,4;104
1973;Rich Rinaldi;;SG;23;BAL;40,8;280
1974;Rich Rinaldi;;SG;24;CAP;13,6;9
1982;Rich Yonakor;;PF;23;SAS;53,8;33
1983;Richard Anderson;;C;22;SDC;40,4;403
1984;Richard Anderson;;PF;23;DEN;42,6;663
1987;Richard Anderson;;PF;26;HOU;42,4;144
1988;Richard Anderson;;PF;27;TOT;39;448
1988;Richard Anderson;;PF;27;HOU;42,3;32
1988;Richard Anderson;;PF;27;POR;38,7;416
1989;Richard Anderson;;PF;28;POR;41,7;371
1990;Richard Anderson;;PF;29;CHH;41,7;231
1991;Richard Coffey;;SF;25;MIN;37,3;68
1993;Richard Dumas;$1,300,000.00 ;SF;23;PHO;52,4;757
1995;Richard Dumas;$225,000.00 ;SF;25;PHO;50,7;82
1996;Richard Dumas;;PF;26;PHI;46,8;241
2000;Richard Hamilton;$1,973,880.00 ;SG;21;WAS;42;639
2001;Richard Hamilton;$2,111,640.00 ;SF;22;WAS;43,8;1411
2002;Richard Hamilton;$2,681,783.00 ;SG;23;WAS;43,5;1260
2003;Richard Hamilton;$6,500,000.00 ;SG;24;DET;44,3;1612
2004;Richard Hamilton;$7,812,500.00 ;SG;25;DET;45,5;1375
2005;Richard Hamilton;$8,625,000.00 ;SG;26;DET;44;1424
2006;Richard Hamilton;$9,187,500.00 ;SG;27;DET;49,1;1609
2007;Richard Hamilton;$10,000,000.00 ;SG;28;DET;46,8;1485
2008;Richard Hamilton;$10,812,500.00 ;SG;29;DET;48,4;1244
2009;Richard Hamilton;$11,625,000.00 ;SG;30;DET;44,7;1225
2010;Richard Hamilton;;SG;31;DET;40,9;831
2011;Richard Hamilton;$12,500,000.00 ;SG;32;DET;42,9;777
2012;Richard Hamilton;$5,000,000.00 ;SG;33;CHI;45,2;326
2013;Richard Hamilton;$1,000,000.00 ;SG;34;CHI;42,9;490
2002;Richard Jefferson;$1,482,840.00 ;SF;21;NJN;45,7;742
2003;Richard Jefferson;$1,586,280.00 ;SF;22;NJN;50,1;1242
2004;Richard Jefferson;$2,266,794.00 ;SF;23;NJN;49,8;1515
2005;Richard Jefferson;$10,200,000.00 ;SF;24;NJN;42,2;733
2006;Richard Jefferson;$11,200,000.00 ;SF;25;NJN;49,3;1521
2007;Richard Jefferson;$12,200,000.00 ;SF;26;NJN;45,6;897
2008;Richard Jefferson;$13,200,000.00 ;SF;27;NJN;46,6;1857
2009;Richard Jefferson;$14,200,000.00 ;SF;28;MIL;43,9;1607
2010;Richard Jefferson;$8,400,000.00 ;SF;29;SAS;46,7;994
2011;Richard Jefferson;$9,282,000.00 ;SF;30;SAS;47,4;891
2012;Richard Jefferson;$10,164,000.00 ;SF;31;TOT;41,6;578
2012;Richard Jefferson;$10,164,000.00 ;SF;31;SAS;41,4;379
2012;Richard Jefferson;$10,164,000.00 ;SF;31;GSW;42;199
2013;Richard Jefferson;$11,046,000.00 ;SF;32;GSW;45,6;176
2014;Richard Jefferson;$1,448,490.00 ;SF;33;UTA;45;831
2015;Richard Jefferson;$1,499,000.00 ;SF;34;DAL;44,4;432
2016;Richard Jefferson;$2,500,000.00 ;SF;35;CLE;45,8;410
2017;Richard Jefferson;$2,500,000.00 ;SF;36;CLE;44,6;448
1989;Richard Morton;;PG;22;IND;75;6
1994;Richard Petruska;$55,000.00 ;C;25;HOU;43,5;53
1988;Richard Rellford;;SF;23;SAS;62,5;16
1977;Richard Washington;;PF;21;KCK;43,1;1069
1978;Richard Washington;;PF;22;KCK;47,7;1000
1979;Richard Washington;;PF;23;KCK;34,1;38
1980;Richard Washington;;PF;24;MIL;46,8;440
1981;Richard Washington;;PF;25;TOT;45,5;800
1981;Richard Washington;;PF;25;DAL;43,6;119
1981;Richard Washington;;PF;25;CLE;45,9;681
1982;Richard Washington;;PF;26;CLE;43,5;109
2016;Richaun Holmes;$1,025,831.00 ;PF;22;PHI;51,4;287
2017;Richaun Holmes;$1,471,382.00 ;C;23;PHI;55,8;559
2004;Richie Frahm;$695,046.00 ;SF;26;SEA;45,3;183
2005;Richie Frahm;$719,373.00 ;SG;27;POR;40;164
2006;Richie Frahm;;SG;28;TOT;39;108
2006;Richie Frahm;;SG;28;MIN;36,9;66
2006;Richie Frahm;;SG;28;HOU;42,9;42
2008;Richie Frahm;;SG;30;LAC;37;47
1957;Richie Guerin*;;SG;24;NYK;36,8;695
1958;Richie Guerin*;;SG;25;NYK;35,4;1041
1959;Richie Guerin*;;SG;26;NYK;42,4;1291
1960;Richie Guerin*;;SG;27;NYK;42;1615
1961;Richie Guerin*;;SG;28;NYK;39,6;1720
1962;Richie Guerin*;;SG;29;NYK;44,2;2303
1963;Richie Guerin*;;SG;30;NYK;43,2;1701
1964;Richie Guerin*;;SG;31;TOT;41,5;1049
1964;Richie Guerin*;;SG;31;NYK;68,8;26
1964;Richie Guerin*;;SG;31;STL;41;1023
1965;Richie Guerin*;;SG;32;STL;44,6;821
1966;Richie Guerin*;;SG;33;STL;41,5;1190
1967;Richie Guerin*;;SG;34;STL;43,6;1092
1969;Richie Guerin*;;SG;36;ATL;42,3;151
1970;Richie Guerin*;;SG;37;ATL;27,3;7
1950;Richie Niemiera;;G-F;28;TOT;31,4;324
1950;Richie Niemiera;;G-F;28;FTW;28,5;174
1950;Richie Niemiera;;G-F;28;AND;35,7;150
1956;Richie Regan;;PG;25;ROC;35,2;565
1957;Richie Regan;;PG;26;ROC;32,9;696
1958;Richie Regan;;SG;27;CIN;35,5;524
1969;Rick Adelman;;PG;22;SDR;39,4;485
1970;Rick Adelman;;PG;23;SDR;38,9;260
1971;Rick Adelman;;PG;24;POR;42,2;1023
1972;Rick Adelman;;PG;25;POR;43,7;809
1973;Rick Adelman;;PG;26;POR;40,8;501
1974;Rick Adelman;;PG;27;CHI;37,6;182
1975;Rick Adelman;;PG;28;TOT;42,3;319
1975;Rick Adelman;;PG;28;CHI;41,3;114
1975;Rick Adelman;;PG;28;NOJ;42,1;175
1975;Rick Adelman;;PG;28;KCO;46,4;30
1966;Rick Barry*;;SF;21;SFW;43,9;2059
1967;Rick Barry*;;SF;22;SFW;45,1;2775
1973;Rick Barry*;;SF;28;GSW;45,2;1832
1974;Rick Barry*;;SF;29;GSW;45,6;2009
1975;Rick Barry*;;SF;30;GSW;46,4;2450
1976;Rick Barry*;;SF;31;GSW;43,5;1701
1977;Rick Barry*;;SF;32;GSW;44;1723
1978;Rick Barry*;;SF;33;GSW;45,1;1898
1979;Rick Barry*;;SF;34;HOU;46,1;1082
1980;Rick Barry*;;SF;35;HOU;42,2;866
1998;Rick Brunson;$350,000.00 ;PG;25;POR;34,8;162
1999;Rick Brunson;;PG;26;NYK;28,6;17
2000;Rick Brunson;$16,000.00 ;PG;27;NYK;41,4;71
2001;Rick Brunson;$590,850.00 ;PG;28;TOT;33,3;46
2001;Rick Brunson;$590,850.00 ;PG;28;BOS;28,6;26
2001;Rick Brunson;$590,850.00 ;PG;28;NYK;42,1;20
2002;Rick Brunson;$699,935.00 ;PG;29;POR;39,8;125
2003;Rick Brunson;$813,679.00 ;PG;30;CHI;46;60
2004;Rick Brunson;$932,546.00 ;PG;31;TOT;38,1;118
2004;Rick Brunson;$932,546.00 ;PG;31;TOR;50;4
2004;Rick Brunson;$932,546.00 ;PG;31;CHI;37,6;114
2005;Rick Brunson;$1,029,873.00 ;PG;32;LAC;37,6;437
2006;Rick Brunson;;PG;33;TOT;38,9;54
2006;Rick Brunson;;PG;33;SEA;62,5;10
2006;Rick Brunson;;PG;33;HOU;34,8;44
1991;Rick Calloway;;SG;24;SAC;39,1;205
1985;Rick Carlisle;;SG;25;BOS;38,8;67
1986;Rick Carlisle;;SG;26;BOS;48,7;199
1987;Rick Carlisle;;SG;27;BOS;32,6;80
1988;Rick Carlisle;;SG;28;NYK;43,3;74
1990;Rick Carlisle;;SG;30;NJN;14,3;2
1992;Rick Fox;$650,000.00 ;SF;22;BOS;45,9;644
1993;Rick Fox;$755,000.00 ;SF;23;BOS;48,4;453
1994;Rick Fox;$1,750,000.00 ;SF;24;BOS;46,7;887
1995;Rick Fox;$1,750,000.00 ;SF;25;BOS;48,1;464
1996;Rick Fox;$1,750,000.00 ;SF;26;BOS;45,4;1137
1997;Rick Fox;$1,000,000.00 ;SF;27;BOS;45,6;1174
1998;Rick Fox;$1,750,000.00 ;SF;28;LAL;47,1;983
1999;Rick Fox;$3,033,000.00 ;SF;29;LAL;44,8;394
2000;Rick Fox;$3,400,000.00 ;SF;30;LAL;41,4;534
2001;Rick Fox;$3,791,250.00 ;SF;31;LAL;44,4;787
2002;Rick Fox;$4,340,231.00 ;SF;32;LAL;42,1;645
2003;Rick Fox;$4,734,797.00 ;SF;33;LAL;42,2;681
2004;Rick Fox;$4,800,000.00 ;SF;34;LAL;39,2;183
2000;Rick Hughes;;PF;26;DAL;48,6;82
1981;Rick Mahorn;;PF;22;WSB;50,7;249
1982;Rick Mahorn;;PF;23;WSB;50,7;976
1983;Rick Mahorn;;PF;24;WSB;49;898
1984;Rick Mahorn;;PF;25;WSB;50,7;739
1985;Rick Mahorn;;PF;26;WSB;49,9;483
1986;Rick Mahorn;;PF;27;DET;45,5;395
1987;Rick Mahorn;;PF;28;DET;44,7;384
1988;Rick Mahorn;;PF;29;DET;57,4;717
1989;Rick Mahorn;;PF;30;DET;51,7;522
1990;Rick Mahorn;$1,330,000.00 ;PF;31;PHI;49,7;811
1991;Rick Mahorn;;C;32;PHI;46,7;711
1993;Rick Mahorn;$650,000.00 ;PF;34;NJN;47,2;291
1994;Rick Mahorn;;PF;35;NJN;48,9;59
1995;Rick Mahorn;$400,000.00 ;PF;36;NJN;52,3;198
1996;Rick Mahorn;$400,000.00 ;C;37;NJN;35,2;120
1997;Rick Mahorn;$480,000.00 ;C;38;DET;37;56
1998;Rick Mahorn;$1,000,000.00 ;C;39;DET;45,7;141
1999;Rick Mahorn;$510,000.00 ;PF;40;PHI;27,8;13
1970;Rick Roberson;;C;22;LAL;44,7;644
1971;Rick Roberson;;C;23;LAL;41,5;338
1972;Rick Roberson;;PF;24;CLE;44,2;823
1973;Rick Roberson;;C;25;CLE;43,3;781
1974;Rick Roberson;;C;26;POR;45,7;933
1975;Rick Roberson;;C;27;NOJ;44,4;119
1976;Rick Roberson;;C;28;KCK;40,6;188
1979;Rick Robey;;C;23;TOT;47,8;818
1979;Rick Robey;;C;23;IND;47,5;370
1979;Rick Robey;;C;23;BOS;48,1;448
1980;Rick Robey;;C;24;BOS;52,1;942
1981;Rick Robey;;C;25;BOS;54,5;740
1982;Rick Robey;;C;26;BOS;49,3;454
1983;Rick Robey;;C;27;BOS;46,7;245
1984;Rick Robey;;C;28;PHO;54,5;342
1985;Rick Robey;;C;29;PHO;22,2;5
