SeasonStart;PlayerName;PlayerSalary;Pos;Age;Tm;FG%;PTS
1978;John Shumate;;PF;25;DET;50,8;958
1980;John Shumate;;PF;27;TOT;52,8;579
1980;John Shumate;;PF;27;DET;53,8;87
1980;John Shumate;;PF;27;HOU;53,1;101
1980;John Shumate;;PF;27;SAS;52,5;391
1981;John Shumate;;PF;28;TOT;42,7;167
1981;John Shumate;;PF;28;SAS;43,8;165
1981;John Shumate;;PF;28;SEA;0;2
1989;John Starks;;SG;23;GSW;40,8;146
1991;John Starks;$400,000.00 ;SG;25;NYK;43,9;466
1992;John Starks;$600,000.00 ;SG;26;NYK;44,9;1139
1993;John Starks;$1,112,000.00 ;SG;27;NYK;42,8;1397
1994;John Starks;$1,362,500.00 ;SG;28;NYK;42;1120
1995;John Starks;$1,613,000.00 ;SG;29;NYK;39,5;1223
1996;John Starks;$1,913,000.00 ;SG;30;NYK;44,3;1024
1997;John Starks;$5,112,500.00 ;SG;31;NYK;43,1;1061
1998;John Starks;$4,000,000.00 ;SG;32;NYK;39,3;1059
1999;John Starks;;SG;33;GSW;37;690
2000;John Starks;$2,250,000.00 ;SG;34;TOT;37,5;515
2000;John Starks;$2,250,000.00 ;SG;34;GSW;37,8;485
2000;John Starks;$2,250,000.00 ;SG;34;CHI;32,4;30
2001;John Starks;$2,475,000.00 ;SG;35;UTA;39,8;699
2002;John Starks;;SG;36;UTA;36,8;290
1985;John Stockton*;;PG;22;UTA;47,1;458
1986;John Stockton*;;PG;23;UTA;48,9;630
1987;John Stockton*;;PG;24;UTA;49,9;648
1988;John Stockton*;;PG;25;UTA;57,4;1204
1989;John Stockton*;;PG;26;UTA;53,8;1400
1990;John Stockton*;$2,000,000.00 ;PG;27;UTA;51,4;1345
1991;John Stockton*;$2,100,000.00 ;PG;28;UTA;50,7;1413
1992;John Stockton*;$2,200,000.00 ;PG;29;UTA;48,2;1297
1993;John Stockton*;$2,400,000.00 ;PG;30;UTA;48,6;1239
1994;John Stockton*;$2,600,000.00 ;PG;31;UTA;52,8;1236
1995;John Stockton*;$2,800,000.00 ;PG;32;UTA;54,2;1206
1996;John Stockton*;$6,000,000.00 ;PG;33;UTA;53,8;1209
1997;John Stockton*;$5,000,000.00 ;PG;34;UTA;54,8;1183
1998;John Stockton*;$4,000,000.00 ;PG;35;UTA;52,8;770
1999;John Stockton*;;PG;36;UTA;48,8;553
2000;John Stockton*;$11,000,000.00 ;PG;37;UTA;50,1;990
2001;John Stockton*;$7,000,000.00 ;PG;38;UTA;50,4;944
2002;John Stockton*;$7,875,000.00 ;PG;39;UTA;51,7;1102
2003;John Stockton*;;PG;40;UTA;48,3;884
1988;John Stroeder;;PF;29;MIL;36,7;78
1989;John Stroeder;;PF;30;TOT;40;4
1989;John Stroeder;;PF;30;SAS;;0
1989;John Stroeder;;PF;30;GSW;40;4
1981;John Stroud;;SF;23;HOU;32,4;25
1998;John Thomas;;PF;22;TOT;48,7;151
1998;John Thomas;;PF;22;BOS;51,3;108
1998;John Thomas;;PF;22;TOR;42,4;43
1999;John Thomas;$832,560.00 ;C;23;TOR;57,7;169
2000;John Thomas;;C;24;TOR;45,8;114
2005;John Thomas;$178,675.00 ;C;29;MIN;48,8;111
2006;John Thomas;;C;30;TOT;40;15
2006;John Thomas;;C;30;MEM;100;4
2006;John Thomas;;C;30;ATL;42,9;9
2006;John Thomas;;C;30;NJN;16,7;2
1965;John Thompson*;;PF;23;BOS;40,2;230
1966;John Thompson*;;C;24;BOS;46,7;32
1969;John Trapp;;SF;23;SDR;36,3;77
1970;John Trapp;;SF;24;SDR;42,6;442
1971;John Trapp;;SF;25;SDR;42;786
1972;John Trapp;;SF;26;LAL;44,3;329
1973;John Trapp;;SF;27;TOT;40,7;432
1973;John Trapp;;SF;27;LAL;25;13
1973;John Trapp;;SF;27;PHI;41,2;419
1965;John Tresvant;;PF;25;STL;36,4;14
1966;John Tresvant;;PF;26;TOT;42,8;484
1966;John Tresvant;;PF;26;STL;47,4;101
1966;John Tresvant;;PF;26;DET;41,6;383
1967;John Tresvant;;PF;27;DET;43,8;676
1968;John Tresvant;;PF;28;TOT;45,7;1042
1968;John Tresvant;;PF;28;DET;46,1;733
1968;John Tresvant;;PF;28;CIN;44,8;309
1969;John Tresvant;;PF;29;TOT;46,3;962
1969;John Tresvant;;PF;29;CIN;45;608
1969;John Tresvant;;PF;29;SEA;48,8;354
1970;John Tresvant;;PF;30;TOT;44,4;734
1970;John Tresvant;;PF;30;SEA;42,8;617
1970;John Tresvant;;PF;30;LAL;53,4;117
1971;John Tresvant;;PF;31;TOT;46,3;550
1971;John Tresvant;;PF;31;LAL;51,4;43
1971;John Tresvant;;PF;31;BAL;45,9;507
1972;John Tresvant;;PF;32;BAL;45;445
1973;John Tresvant;;PF;33;BAL;46,7;211
1973;John Tschogl;;SF;22;ATL;35;30
1974;John Tschogl;;SF;23;ATL;35,5;128
1975;John Tschogl;;SF;24;PHI;35,8;119
1992;John Turner;;SF;24;HOU;43,9;117
1971;John Vallely;;SG;22;ATL;35,8;191
1972;John Vallely;;SG;23;TOT;40,4;168
1972;John Vallely;;SG;23;ATL;46,5;53
1972;John Vallely;;SG;23;HOU;38,3;115
2011;John Wall;$5,530,080.00 ;PG;20;WAS;40,9;1131
2012;John Wall;$5,915,880.00 ;PG;21;WAS;42,3;1076
2013;John Wall;$7,459,925.00 ;PG;22;WAS;44,1;906
2014;John Wall;$14,746,000.00 ;PG;23;WAS;43,3;1583
2015;John Wall;$15,851,950.00 ;PG;24;WAS;44,5;1387
2016;John Wall;$16,957,900.00 ;PG;25;WAS;42,4;1531
2017;John Wall;$18,063,850.00 ;PG;26;WAS;45,1;1805
1997;John Wallace;$903,120.00 ;SF;22;NYK;51,7;325
1998;John Wallace;;SF;23;TOR;47,8;1147
1999;John Wallace;;SF;24;TOR;43,2;411
2000;John Wallace;$2,200,000.00 ;SF;25;NYK;46,7;392
2001;John Wallace;$2,630,000.00 ;SF;26;DET;42,4;237
2002;John Wallace;;SF;27;PHO;43,5;231
2004;John Wallace;;SF;29;MIA;42,1;158
1970;John Warren;;SG;22;NYK;40,7;112
1971;John Warren;;PG;23;CLE;42,3;940
1972;John Warren;;SG;24;CLE;41,7;337
1973;John Warren;;SG;25;CLE;48,6;126
1974;John Warren;;SG;26;CLE;45,4;299
1968;John Wetzel;;SF;23;LAL;43,7;139
1971;John Wetzel;;SG;26;PHO;43,1;331
1972;John Wetzel;;SG;27;PHO;37,8;86
1973;John Wetzel;;SG;28;ATL;44,7;98
1974;John Wetzel;;SG;29;ATL;42,5;255
1975;John Wetzel;;SG;30;ATL;42,6;242
1976;John Wetzel;;SG;31;PHO;47,8;64
1987;John Williams;;SF;20;WSB;45,4;718
1988;John Williams;;SF;21;WSB;46,9;1047
1989;John Williams;;SF;22;WSB;46,6;1120
1990;John Williams;$1,000,000.00 ;SF;23;WSB;47,4;327
1991;John Williams;$1,100,000.00 ;SF;24;WSB;41,7;411
1993;John Williams;$1,100,000.00 ;SF;26;LAC;43;492
1994;John Williams;;SF;27;LAC;43,1;191
1995;John Williams;;SF;28;IND;35,7;100
1977;John Williamson;;SG;25;TOT;45,9;1495
1977;John Williamson;;SG;25;NYN;44,5;875
1977;John Williamson;;SG;25;IND;48;620
1978;John Williamson;;SG;26;TOT;43,8;1777
1978;John Williamson;;SG;26;IND;42,1;804
1978;John Williamson;;SG;26;NJN;45,4;973
1979;John Williamson;;SG;27;NJN;46,5;1643
1980;John Williamson;;SG;28;TOT;43,9;845
1980;John Williamson;;SG;28;NJN;44,7;496
1980;John Williamson;;SG;28;WSB;43;349
1981;John Williamson;;SG;29;WSB;32,1;42
1964;John Windsor;;PF;23;SFW;37;27
1967;Johnny Austin;;SG;22;BAL;22,7;23
1970;Johnny Baum;;SF;23;CHI;27,3;6
1971;Johnny Baum;;SF;24;CHI;42;286
1963;Johnny Cox;;SG;26;CHZ;42,1;573
1977;Johnny Davis;;SG;21;POR;44,1;634
1978;Johnny Davis;;SG;22;POR;45,4;874
1979;Johnny Davis;;PG;23;IND;45,6;1444
1980;Johnny Davis;;PG;24;IND;42,8;1300
1981;Johnny Davis;;PG;25;IND;46,5;1094
1982;Johnny Davis;;SG;26;IND;46,7;1396
1983;Johnny Davis;;SG;27;ATL;45,5;685
1984;Johnny Davis;;PG;28;ATL;44,3;925
1985;Johnny Davis;;PG;29;CLE;42,6;941
1986;Johnny Davis;;SG;30;TOT;43;417
1986;Johnny Davis;;SG;30;CLE;43;273
1986;Johnny Davis;;SG;30;ATL;43;144
1987;Johnny Dawkins;;PG;23;SAS;43,7;835
1988;Johnny Dawkins;;PG;24;SAS;48,5;1027
1989;Johnny Dawkins;;PG;25;SAS;44,3;454
1990;Johnny Dawkins;$1,500,000.00 ;PG;26;PHI;48,9;1162
1991;Johnny Dawkins;$1,700,000.00 ;PG;27;PHI;63,4;63
1992;Johnny Dawkins;$1,900,000.00 ;PG;28;PHI;43,7;988
1993;Johnny Dawkins;$2,100,000.00 ;PG;29;PHI;43,7;655
1994;Johnny Dawkins;$1,680,000.00 ;PG;30;PHI;41,8;475
1995;Johnny Dawkins;;PG;31;DET;46,3;325
1962;Johnny Egan;;PG;23;DET;42,5;320
1963;Johnny Egan;;PG;24;DET;37,2;273
1964;Johnny Egan;;PG;25;TOT;44,1;861
1964;Johnny Egan;;PG;25;DET;41;267
1964;Johnny Egan;;PG;25;NYK;45,6;594
1965;Johnny Egan;;PG;26;NYK;48,8;678
1966;Johnny Egan;;PG;27;TOT;45,1;691
1966;Johnny Egan;;PG;27;NYK;31,3;17
1966;Johnny Egan;;PG;27;BAL;45,5;674
1967;Johnny Egan;;PG;28;BAL;42,8;719
1968;Johnny Egan;;PG;29;BAL;39,3;468
1969;Johnny Egan;;PG;30;LAL;41,2;696
1970;Johnny Egan;;PG;31;LAL;43,8;529
1971;Johnny Egan;;PG;32;TOT;37,6;176
1971;Johnny Egan;;PG;32;CLE;40,8;105
1971;Johnny Egan;;PG;32;SDR;33,8;71
1972;Johnny Egan;;PG;33;HOU;40,4;110
1950;Johnny Ezersky;;F-G;27;TOT;29,4;413
1950;Johnny Ezersky;;F-G;27;BLB;30,5;306
1950;Johnny Ezersky;;F-G;27;BOS;26,5;107
1960;Johnny Green;;PF;26;NYK;44,7;481
1961;Johnny Green;;PF;27;NYK;43;797
1962;Johnny Green;;PF;28;NYK;43,6;1275
1963;Johnny Green;;PF;29;NYK;46,2;1444
1964;Johnny Green;;PF;30;NYK;47;1159
1965;Johnny Green;;PF;31;NYK;46,9;857
1966;Johnny Green;;PF;32;TOT;53,6;918
1966;Johnny Green;;PF;32;NYK;54,4;101
1966;Johnny Green;;PF;32;BAL;53,5;817
1967;Johnny Green;;PF;33;BAL;46,5;502
1968;Johnny Green;;PF;34;TOT;45,9;759
1968;Johnny Green;;PF;34;SDR;45,8;582
1968;Johnny Green;;PF;34;PHI;46;177
1969;Johnny Green;;PF;35;PHI;51,8;349
1970;Johnny Green;;PF;36;CIN;55,9;1216
1971;Johnny Green;;PF;37;CIN;58,7;1252
1972;Johnny Green;;PF;38;CIN;56,9;803
1973;Johnny Green;;PF;39;KCO;59,9;469
1980;Johnny High;;PG;22;PHO;44,6;409
1981;Johnny High;;PG;23;PHO;42,7;677
1983;Johnny High;;SG;25;PHO;46,1;264
1984;Johnny High;;PG;26;PHO;34,6;46
1956;Johnny Horan;;F;23;TOT;28,6;34
1956;Johnny Horan;;F;23;FTW;30,8;22
1956;Johnny Horan;;F;23;MNL;25;12
1968;Johnny Jones;;SF;24;BOS;34;214
1950;Johnny Macknowski;;G-F;27;SYR;33,3;439
1951;Johnny Macknowski;;G-F;28;SYR;30,1;384
1957;Johnny McCarthy;;PG;22;ROC;37,6;476
1959;Johnny McCarthy;;PG;24;CIN;37,3;606
1960;Johnny McCarthy;;SG;25;STL;32,9;629
1961;Johnny McCarthy;;PG;26;STL;35,7;654
1962;Johnny McCarthy;;PG;27;STL;24,7;48
1964;Johnny McCarthy;;PG;29;BOS;33,3;37
1981;Johnny Moore;;PG;22;SAS;47,9;604
1982;Johnny Moore;;PG;23;SAS;46,3;741
1983;Johnny Moore;;PG;24;SAS;46,8;941
1984;Johnny Moore;;PG;25;SAS;44,6;595
1985;Johnny Moore;;PG;26;SAS;45,7;1046
1986;Johnny Moore;;PG;27;SAS;49,5;363
1987;Johnny Moore;;PG;28;SAS;44,2;474
1988;Johnny Moore;;PG;29;TOT;40;8
1988;Johnny Moore;;PG;29;SAS;44,4;8
1988;Johnny Moore;;PG;29;NJN;0;0
1990;Johnny Moore;;PG;31;SAS;37,3;118
1977;Johnny Neumann;;SG;25;TOT;40,6;381
1977;Johnny Neumann;;SG;25;BUF;44,1;35
1977;Johnny Neumann;;SG;25;LAL;40,2;346
1978;Johnny Neumann;;SG;26;IND;40,7;83
1987;Johnny Newman;;SF;23;CLE;41,1;293
1988;Johnny Newman;;SF;24;NYK;43,5;773
1989;Johnny Newman;;SF;25;NYK;47,5;1293
1990;Johnny Newman;$1,200,000.00 ;SF;26;NYK;47,6;1032
1991;Johnny Newman;$1,206,000.00 ;SF;27;CHH;47;1371
1992;Johnny Newman;$1,175,000.00 ;SF;28;CHH;47,7;839
1993;Johnny Newman;$1,435,000.00 ;SF;29;CHH;52,2;764
1994;Johnny Newman;$300,000.00 ;SF;30;TOT;47,1;832
1994;Johnny Newman;$300,000.00 ;SF;30;CHH;52,3;234
1994;Johnny Newman;$300,000.00 ;SF;30;NJN;45,3;598
1995;Johnny Newman;$1,100,000.00 ;SF;31;MIL;46,3;634
1996;Johnny Newman;$1,225,000.00 ;SG;32;MIL;49,5;889
1997;Johnny Newman;$1,325,000.00 ;SF;33;MIL;45;715
1998;Johnny Newman;$1,000,000.00 ;SF;34;DEN;43,1;1089
1999;Johnny Newman;$1,100,000.00 ;SF;35;CLE;42,2;303
2000;Johnny Newman;$2,000,000.00 ;SF;36;NJN;44,6;820
2001;Johnny Newman;$1,675,000.00 ;SG;37;NJN;41,9;895
2002;Johnny Newman;;SF;38;DAL;45,3;198
1950;Johnny Norlander;;F;28;WSC;33,8;251
1951;Johnny Norlander;;F;29;WSC;37,5;21
2015;Johnny O'Bryant;;PF;21;MIL;36,7;100
2016;Johnny O'Bryant;;PF;22;MIL;41,1;200
2017;Johnny O'Bryant;;PF;23;TOT;50;38
2017;Johnny O'Bryant;;PF;23;DEN;46,7;20
2017;Johnny O'Bryant;;PF;23;CHO;53,3;18
1950;Johnny Orr;;F;22;TOT;33,9;92
1950;Johnny Orr;;F;22;STB;36,2;40
1950;Johnny Orr;;F;22;WAT;32,4;52
1950;Johnny Payak;;SG;23;TOT;29,6;317
1950;Johnny Payak;;SG;23;PHW;37,5;37
1950;Johnny Payak;;SG;23;WAT;28,8;280
1953;Johnny Payak;;SG;26;MLH;34,3;436
1987;Johnny Rogers;;PF;23;SAC;48,6;189
1988;Johnny Rogers;;PF;24;CLE;42,6;62
1998;Johnny Taylor;$1,037,000.00 ;SF;23;ORL;35,1;38
1999;Johnny Taylor;;SF;24;DEN;41,4;207
2000;Johnny Taylor;;SF;25;TOT;35,7;11
2000;Johnny Taylor;;SF;25;DEN;0;0
2000;Johnny Taylor;;SF;25;ORL;41,7;11
1993;Jon Barry;$650,000.00 ;SG;23;MIL;36,9;206
1994;Jon Barry;$800,000.00 ;SG;24;MIL;41,4;445
1995;Jon Barry;$275,000.00 ;SG;25;MIL;42,5;191
1996;Jon Barry;$247,500.00 ;SG;26;GSW;49,2;257
1997;Jon Barry;$272,500.00 ;SG;27;ATL;40,7;285
1998;Jon Barry;$600,000.00 ;SG;28;LAL;36,5;121
1999;Jon Barry;$800,000.00 ;SG;29;SAC;42,8;213
2000;Jon Barry;$2,730,000.00 ;SG;30;SAC;46,5;495
2001;Jon Barry;$3,175,000.00 ;SG;31;SAC;40,4;316
2002;Jon Barry;$3,175,000.00 ;SG;32;DET;48,9;739
2003;Jon Barry;$3,000,000.00 ;SG;33;DET;45;555
2004;Jon Barry;$1,800,000.00 ;SG;34;DEN;40,4;351
2005;Jon Barry;$1,800,000.00 ;SG;35;TOT;43,8;455
2005;Jon Barry;$1,800,000.00 ;SG;35;ATL;40,3;83
2005;Jon Barry;$1,800,000.00 ;SG;35;HOU;44,7;372
2006;Jon Barry;;SG;36;HOU;38,5;86
2010;Jon Brockman;$1,000,000.00 ;PF;22;SAC;53,4;147
2011;Jon Brockman;$1,000,000.00 ;C;23;MIL;51,1;136
2012;Jon Brockman;;PF;24;MIL;33,3;37
1986;Jon Koncak;;C;22;ATL;50,7;682
1987;Jon Koncak;;C;23;ATL;48;463
1988;Jon Koncak;;C;24;ATL;48,3;279
1989;Jon Koncak;;C;25;ATL;52,4;345
1990;Jon Koncak;$1,550,000.00 ;C;26;ATL;61,4;198
1991;Jon Koncak;$2,000,000.00 ;C;27;ATL;43,6;313
1992;Jon Koncak;$2,450,000.00 ;C;28;ATL;39,1;241
1993;Jon Koncak;$2,900,000.00 ;C;29;ATL;46,4;275
1994;Jon Koncak;$2,600,000.00 ;C;30;ATL;43,1;342
1995;Jon Koncak;$1,000,000.00 ;C;31;ATL;41,2;179
1996;Jon Koncak;$1,150,000.00 ;C;32;ORL;48;203
2012;Jon Leuer;$762,195.00 ;PF;22;MIL;50,8;218
2013;Jon Leuer;;PF-C;23;TOT;48,1;56
2013;Jon Leuer;;C;23;CLE;35,7;22
2013;Jon Leuer;;PF;23;MEM;62,5;34
2014;Jon Leuer;$967,500.00 ;PF;24;MEM;49,2;302
2015;Jon Leuer;$1,035,000.00 ;PF;25;MEM;44,3;286
2016;Jon Leuer;$10,991,957.00 ;PF;26;PHO;48,1;567
2017;Jon Leuer;$10,497,319.00 ;PF;27;DET;48;767
1966;Jon McGlocklin;;SG;22;CIN;42,1;368
1967;Jon McGlocklin;;SF;23;CIN;44;508
1968;Jon McGlocklin;;SG;24;SDR;41,7;788
1969;Jon McGlocklin;;SG;25;MIL;48,7;1570
1970;Jon McGlocklin;;SG;26;MIL;53;1447
1971;Jon McGlocklin;;SG;27;MIL;53,5;1292
1972;Jon McGlocklin;;SG;28;MIL;51;857
1973;Jon McGlocklin;;SG;29;MIL;50,2;765
1974;Jon McGlocklin;;SG;30;MIL;47,5;730
1975;Jon McGlocklin;;SG;31;MIL;49,6;709
1976;Jon McGlocklin;;SG;32;MIL;42,6;135
1984;Jon Sundvold;;PG;22;SEA;44,5;507
1985;Jon Sundvold;;PG;23;SEA;42,5;400
1986;Jon Sundvold;;PG;24;SAS;46,2;500
1987;Jon Sundvold;;PG;25;SAS;48,6;850
1988;Jon Sundvold;;PG;26;SAS;46,4;421
1989;Jon Sundvold;;SG;27;MIA;45,5;709
1990;Jon Sundvold;$335,000.00 ;SG;28;MIA;40,8;384
1991;Jon Sundvold;$333,000.00 ;SG;29;MIA;40,2;112
1992;Jon Sundvold;;PG;30;MIA;33,3;3
2010;Jonas Jerebko;;PF;22;DET;48,1;741
2012;Jonas Jerebko;;PF;24;DET;46,8;556
2013;Jonas Jerebko;$4,500,000.00 ;PF;25;DET;44,9;377
2014;Jonas Jerebko;$4,500,000.00 ;PF;26;DET;47,1;270
2015;Jonas Jerebko;$5,000,000.00 ;PF;27;TOT;44,6;448
2015;Jonas Jerebko;$5,000,000.00 ;PF;27;DET;46;241
2015;Jonas Jerebko;$5,000,000.00 ;PF;27;BOS;43,1;207
2016;Jonas Jerebko;$5,000,000.00 ;PF;28;BOS;41,3;340
2017;Jonas Jerebko;$4,000,000.00 ;PF;29;BOS;43,5;299
2013;Jonas Valanciunas;$3,526,440.00 ;C;20;TOR;55,7;554
2014;Jonas Valanciunas;$3,678,360.00 ;C;21;TOR;53,1;916
2015;Jonas Valanciunas;$4,660,482.00 ;C;22;TOR;57,2;963
2016;Jonas Valanciunas;$14,382,022.00 ;C;23;TOR;56,5;768
2017;Jonas Valanciunas;$15,460,675.00 ;C;24;TOR;55,7;959
2000;Jonathan Bender;$2,380,680.00 ;SF;19;IND;32,9;64
2001;Jonathan Bender;$2,546,760.00 ;SF;20;IND;35,5;193
2002;Jonathan Bender;$3,226,745.00 ;SF;21;IND;43;581
2003;Jonathan Bender;$5,800,000.00 ;SF;22;IND;44,1;303
2004;Jonathan Bender;$6,525,000.00 ;SF;23;IND;47,2;148
2005;Jonathan Bender;$7,175,000.00 ;SF;24;IND;40;36
2006;Jonathan Bender;;SF;25;IND;80;10
2010;Jonathan Bender;;SF;29;NYK;40;118
2017;Jonathan Gibson;;PG;29;DAL;36,8;106
1999;Jonathan Kerner;$5,000.00 ;C;24;ORL;0;0
2016;Jonathon Simmons;$874,636.00 ;SG;26;SAS;50,4;331
2017;Jonathon Simmons;$6,300,000.00 ;SG;27;SAS;42;483
2010;Jonny Flynn;$3,192,000.00 ;PG;20;MIN;41,7;1094
2011;Jonny Flynn;$3,414,720.00 ;PG;21;MIN;36,5;279
2012;Jonny Flynn;;PG;22;TOT;35,1;131
2012;Jonny Flynn;;PG;22;HOU;29,3;37
2012;Jonny Flynn;;PG;22;POR;37,8;94
2015;Jordan Adams;$1,404,600.00 ;SG;20;MEM;40,7;94
2016;Jordan Adams;$1,465,080.00 ;SG;21;MEM;33,3;7
2015;Jordan Clarkson;$845,059.00 ;PG;22;LAL;44,8;703
2016;Jordan Clarkson;$12,500,000.00 ;SG;23;LAL;43,3;1225
2017;Jordan Clarkson;$11,562,500.00 ;SG;24;LAL;44,5;1205
2011;Jordan Crawford;$1,120,440.00 ;SG;22;TOT;38,4;490
2011;Jordan Crawford;$1,120,440.00 ;SG;22;ATL;35,1;67
2011;Jordan Crawford;$1,120,440.00 ;SG;22;WAS;39;423
2012;Jordan Crawford;;SG;23;WAS;40;938
2013;Jordan Crawford;$2,162,419.00 ;SG;24;TOT;41,5;814
2013;Jordan Crawford;$2,162,419.00 ;SG;24;WAS;41,5;568
2013;Jordan Crawford;$2,162,419.00 ;SG;24;BOS;41,5;246
2014;Jordan Crawford;;SG;25;TOT;41,5;890
2014;Jordan Crawford;;SG;25;BOS;41,3;536
2014;Jordan Crawford;;SG;25;GSW;41,7;354
2017;Jordan Crawford;$250,000.00 ;SG;28;NOP;48,2;267
2007;Jordan Farmar;$1,009,560.00 ;PG;20;LAL;42,2;320
2008;Jordan Farmar;$1,080,000.00 ;PG;21;LAL;46,1;749
2009;Jordan Farmar;$1,947,240.00 ;PG;22;LAL;39,1;416
2010;Jordan Farmar;$3,750,000.00 ;PG;23;LAL;43,5;591
2011;Jordan Farmar;$4,000,000.00 ;PG;24;NJN;39,2;701
2012;Jordan Farmar;$1,500,000.00 ;PG;25;NJN;46,7;406
2014;Jordan Farmar;$2,077,000.00 ;PG;27;LAL;41,5;416
2015;Jordan Farmar;$191,456.00 ;PG;28;LAC;38,6;167
2016;Jordan Farmar;$510,921.00 ;PG;29;MEM;42;110
2017;Jordan Farmar;$510,921.00 ;PG;30;SAC;33,3;12
2012;Jordan Hamilton;$1,153,800.00 ;SF;21;DEN;43,2;115
2013;Jordan Hamilton;$1,169,880.00 ;SF;22;DEN;41,8;208
2014;Jordan Hamilton;$150,591.00 ;SF;23;TOT;39,1;404
2014;Jordan Hamilton;$150,591.00 ;SF;23;DEN;39;266
2014;Jordan Hamilton;$150,591.00 ;SF;23;HOU;39,3;138
2015;Jordan Hamilton;$119,462.00 ;SF;24;LAC;40;38
2016;Jordan Hamilton;;SF;25;NOP;42,2;125
2010;Jordan Hill;$2,669,520.00 ;PF;22;TOT;49,3;244
2010;Jordan Hill;$2,669,520.00 ;PF;22;NYK;44,6;97
2010;Jordan Hill;$2,669,520.00 ;PF;22;HOU;53,2;147
2011;Jordan Hill;$2,855,760.00 ;C;23;HOU;49,1;406
2012;Jordan Hill;$3,632,527.00 ;C;24;TOT;49,7;194
2012;Jordan Hill;$3,632,527.00 ;C;24;HOU;50,4;161
2012;Jordan Hill;$3,632,527.00 ;C;24;LAL;46,7;33
2013;Jordan Hill;$3,563,600.00 ;PF;25;LAL;49,7;194
2014;Jordan Hill;$9,000,000.00 ;PF;26;LAL;54,9;696
2015;Jordan Hill;$4,000,000.00 ;C;27;LAL;45,9;841
2016;Jordan Hill;$3,911,380.00 ;C;28;IND;50,6;645
2017;Jordan Hill;;C;29;MIN;38,5;12
2016;Jordan McRae;$874,636.00 ;PG;24;TOT;43,6;99
2016;Jordan McRae;$874,636.00 ;PG;24;PHO;42,3;37
2016;Jordan McRae;$874,636.00 ;PG;24;CLE;44,2;62
2017;Jordan McRae;;SG;25;CLE;38,7;161
2016;Jordan Mickey;$1,223,653.00 ;PF;21;BOS;36,4;21
2017;Jordan Mickey;$1,471,382.00 ;PF;22;BOS;44,1;38
2012;Jordan Williams;$762,195.00 ;C;21;NJN;50,7;197
2007;Jorge Garbajosa;$4,000,000.00 ;PF;29;TOR;42;567
2008;Jorge Garbajosa;$4,350,000.00 ;PF;30;TOR;32;22
2014;Jorge Gutierrez;$59,686.00 ;PG;25;BRK;46,3;62
2015;Jorge Gutierrez;$301,444.00 ;PG;26;TOT;53,7;53
2015;Jorge Gutierrez;$301,444.00 ;PG;26;BRK;50;16
2015;Jorge Gutierrez;$301,444.00 ;PG;26;MIL;55,6;37
2016;Jorge Gutierrez;;PG;27;CHO;54,5;22
2006;Jose Calderon;$2,333,334.00 ;SG;24;TOR;42,3;349
2007;Jose Calderon;$2,471,604.00 ;PG;25;TOR;52,1;668
2008;Jose Calderon;$7,438,018.00 ;PG;26;TOR;51,9;922
2009;Jose Calderon;$8,219,009.00 ;PG;27;TOR;49,7;873
2010;Jose Calderon;$9,000,000.00 ;PG;28;TOR;48,2;699
2011;Jose Calderon;$9,780,992.00 ;PG;29;TOR;44;669
2012;Jose Calderon;;PG;30;TOR;45,7;555
2013;Jose Calderon;$6,791,570.00 ;PG;31;TOT;49,1;826
2013;Jose Calderon;$6,791,570.00 ;PG;31;TOR;47;500
2013;Jose Calderon;$6,791,570.00 ;PG;31;DET;52,7;326
2014;Jose Calderon;$7,097,191.00 ;PG;32;DAL;45,6;925
2015;Jose Calderon;$7,402,812.00 ;PG;33;NYK;41,5;382
2016;Jose Calderon;$7,708,427.00 ;PG;34;NYK;45,9;544
2017;Jose Calderon;$2,328,652.00 ;PG;35;TOT;41;141
2017;Jose Calderon;$2,328,652.00 ;PG;35;LAL;41,6;80
2017;Jose Calderon;$2,328,652.00 ;PG;35;ATL;40,4;61
1989;Jose Ortiz;;PF;25;UTA;44;141
1990;Jose Ortiz;;PF;26;UTA;45,2;42
1983;Jose Slaughter;;SG;22;IND;37,4;225
2002;Joseph Forte;$1,009,920.00 ;SG;20;BOS;8,3;6
2003;Joseph Forte;$1,080,360.00 ;SG;21;SEA;28,6;24
2013;Josh Akognon;$788,872.00 ;PG;26;DAL;50;5
2007;Josh Boone;$1,133,040.00 ;PF;22;NJN;57,9;254
2008;Josh Boone;$1,212,120.00 ;PF;23;NJN;54,8;575
2009;Josh Boone;$2,056,968.00 ;C;24;NJN;52,8;258
2010;Josh Boone;;PF;25;NJN;52,5;253
2005;Josh Childress;$2,677,200.00 ;SG;21;ATL;47;807
2006;Josh Childress;$2,863,920.00 ;SF;22;ATL;55,2;742
2007;Josh Childress;$3,631,449.00 ;SG;23;ATL;50,4;715
2008;Josh Childress;;SF;24;ATL;57,1;898
2011;Josh Childress;$6,000,000.00 ;SG;27;PHO;56,5;272
2012;Josh Childress;$7,000,000.00 ;SF;28;PHO;48,5;100
2013;Josh Childress;;SF;29;BRK;28,6;14
2014;Josh Childress;$7,317,500.00 ;SF;30;NOP;;0
2004;Josh Davis;$620,046.00 ;PF;23;ATL;40;5
2005;Josh Davis;$131,593.00 ;PF;24;PHI;37,8;117
2006;Josh Davis;;PF;25;TOT;28,6;6
2006;Josh Davis;;PF;25;MIL;25;2
